tgl,ot,lat,lon,depth,mag,remark
2023-01-07,16:40:26.040,-3.76,133.47,10,4.8,Irian Jaya Region - Indonesia
2023-01-07,16:22:09.916,-2.02,140.77,10,3.3,Near North Coast of Irian Jaya
2023-01-07,16:17:43.338,-2.28,140.87,10,3.3,Near North Coast of Irian Jaya
2023-01-07,16:09:05.709,-2.63,140.97,10,2.8,Near North Coast of Irian Jaya
2023-01-07,12:44:28.288,-6.05,130.44,173,4.1,Banda Sea
2023-01-07,11:54:32.417,-3.76,133.49,10,3.7,Irian Jaya Region - Indonesia
2023-01-07,10:16:48.114,-3.81,101.61,28,3.5,Southern Sumatra - Indonesia
2023-01-07,08:57:44.330,-2.41,140.72,10,3.3,Near North Coast of Irian Jaya
2023-01-07,08:49:02.158,-2.42,140.71,10,4.3,Near North Coast of Irian Jaya
2023-01-07,06:50:21.802,0.12,98.52,37,4.7,Northern Sumatra - Indonesia
2023-01-07,06:46:55.754,1.48,126.34,17,3.9,Northern Molucca Sea
2023-01-07,05:21:57.724,4.02,122.9,554,5.1,Celebes Sea
2023-01-07,05:21:25.022,2.06,126.95,27,3.5,Northern Molucca Sea
2023-01-07,03:39:41.032,-4.47,130.76,50,3.8,Banda Sea
2023-01-07,03:14:13.396,-1.38,101.76,181,3.8,Southern Sumatra - Indonesia
2023-01-07,03:01:25.245,-3.79,133.48,10,4.9,Irian Jaya Region - Indonesia
2023-01-07,01:52:35.893,-0.78,99.73,61,3.3,Southern Sumatra - Indonesia
2023-01-08,23:25:18.878,-7.88,117.39,13,2.2,Bali Sea
2023-01-08,22:54:20.684,-8.68,122.93,105,4.1,Flores Region - Indonesia
2023-01-08,22:41:07.077,-8.03,110.41,10,3.1,Java - Indonesia
2023-01-08,22:05:42.458,-8.69,115.24,105,3.1,Bali Region - Indonesia
2023-01-08,21:38:46.381,-2.36,134.07,10,2.6,Irian Jaya Region - Indonesia
2023-01-08,20:13:09.013,1.57,127.18,10,3.0,Halmahera - Indonesia
2023-01-08,20:02:05.172,1.6,128.29,63,4.6,Halmahera - Indonesia
2023-01-08,19:31:17.790,-2.45,140.71,10,2.2,Near North Coast of Irian Jaya
2023-01-08,19:28:04.599,-4.08,128.57,25,2.5,Banda Sea
2023-01-08,19:07:41.358,-7.81,107.04,19,2.3,Java - Indonesia
2023-01-08,18:17:10.890,-6.8,107.09,12,1.9,Java - Indonesia
2023-01-08,18:06:54.019,-6.8,107.07,10,1.7,Java - Indonesia
2023-01-08,17:22:59.334,1.82,98.94,106,2.9,Northern Sumatra - Indonesia
2023-01-08,17:22:42.177,-5.88,104.08,10,2.6,Southern Sumatra - Indonesia
2023-01-08,16:22:23.228,-1.71,99.92,10,2.7,Southern Sumatra - Indonesia
2023-01-08,16:04:38.705,-2.37,140.27,15,2.5,Near North Coast of Irian Jaya
2023-01-08,15:43:49.738,-2.55,121.31,10,2.7,Sulawesi - Indonesia
2023-01-08,14:27:22.491,-2.18,140.77,10,2.7,Near North Coast of Irian Jaya
2023-01-08,10:54:31.156,-9.08,124.12,57,3.9,Timor Region
2023-01-08,07:53:06.310,-9.54,117.62,27,3.4,Sumbawa Region - Indonesia
2023-01-08,04:31:18.461,-2.04,128.42,74,3.9,Ceram Sea
2023-01-08,03:41:42.547,-4.27,102.2,31,3.8,Southern Sumatra - Indonesia
2023-01-08,00:55:54.813,-7.7,106.17,12,3.5,Java - Indonesia
2023-01-08,00:40:31.978,-8.25,115.51,11,3.6,Bali Region - Indonesia
2023-01-09,22:41:26.956,-6.51,104.67,10,4.8,Sunda Strait - Indonesia
2023-01-09,22:20:28.995,-7.18,130.1,169,4.8,Tanimbar Islands Reg. - Indonesia
2023-01-09,21:59:54.174,2.51,125.6,12,3.9,Talaud Islands - Indonesia
2023-01-09,21:25:24.081,-7.2,130.08,147,4.3,Tanimbar Islands Reg. - Indonesia
2023-01-09,20:38:42.144,0.21,100.0,10,3.6,Northern Sumatra - Indonesia
2023-01-09,20:26:57.419,-2.5,121.18,10,2.4,Sulawesi - Indonesia
2023-01-09,20:22:04.628,-7.17,130.62,126,4.4,Tanimbar Islands Reg. - Indonesia
2023-01-09,20:09:37.935,0.29,100.05,10,3.7,Northern Sumatra - Indonesia
2023-01-09,20:06:02.325,-7.2,132.14,74,4.2,Tanimbar Islands Reg. - Indonesia
2023-01-09,19:41:19.025,-7.35,130.42,10,4.1,Tanimbar Islands Reg. - Indonesia
2023-01-09,19:17:48.948,-7.26,130.2,146,4.6,Tanimbar Islands Reg. - Indonesia
2023-01-09,18:55:45.690,-9.76,118.83,10,2.9,Sumbawa Region - Indonesia
2023-01-09,18:43:57.234,-7.18,130.27,154,4.8,Tanimbar Islands Reg. - Indonesia
2023-01-09,18:09:53.671,-7.17,130.26,116,5.4,Tanimbar Islands Reg. - Indonesia
2023-01-09,18:09:53.671,-7.17,130.26,116,5.4,Tanimbar Islands Reg. - Indonesia
2023-01-09,17:47:34.171,-7.38,130.18,122,7.5,Tanimbar Islands Reg. - Indonesia
2023-01-09,17:47:34.171,-7.38,130.18,122,7.5,Tanimbar Islands Reg. - Indonesia
2023-01-09,17:32:24.288,-8.72,116.05,85,3.2,Sumbawa Region - Indonesia
2023-01-09,17:17:20.128,-9.15,124.22,31,3.9,Timor Region
2023-01-09,17:17:01.996,0.23,99.95,10,2.0,Northern Sumatra - Indonesia
2023-01-09,17:15:51.011,-9.52,121.49,84,3.0,Savu Sea
2023-01-09,16:59:35.260,-3.28,128.96,10,1.7,Seram - Indonesia
2023-01-09,16:44:09.090,-0.83,121.63,10,2.6,Minahassa Peninsula - Sulawesi
2023-01-09,16:18:53.074,-3.25,128.98,10,2.0,Seram - Indonesia
2023-01-09,16:06:03.956,-8.97,124.17,39,2.5,Timor Region
2023-01-09,12:26:34.108,-8.93,111.13,59,5.3,Java - Indonesia
2023-01-09,12:26:34.108,-8.93,111.13,59,5.3,Java - Indonesia
2023-01-09,11:44:26.711,2.42,98.91,127,2.4,Northern Sumatra - Indonesia
2023-01-09,11:04:41.093,2.48,125.95,75,3.6,Talaud Islands - Indonesia
2023-01-09,10:31:07.845,-1.97,127.94,10,2.9,Halmahera - Indonesia
2023-01-09,10:00:22.554,0.63,121.94,61,2.3,Minahassa Peninsula - Sulawesi
2023-01-09,09:46:39.801,-6.89,105.26,19,3.7,Sunda Strait - Indonesia
2023-01-09,09:25:52.545,-0.56,119.82,10,2.3,Minahassa Peninsula - Sulawesi
2023-01-09,09:17:37.747,-8.74,110.88,31,2.7,Java - Indonesia
2023-01-09,08:27:24.184,-2.22,140.9,10,3.1,Near North Coast of Irian Jaya
2023-01-09,08:26:05.809,-8.6,121.74,26,1.5,Flores Region - Indonesia
2023-01-09,07:40:17.102,2.02,127.26,96,3.5,Northern Molucca Sea
2023-01-09,07:23:01.005,-7.25,125.18,443,4.6,Banda Sea
2023-01-09,07:07:22.938,-10.62,120.2,18,3.6,Sumba Region - Indonesia
2023-01-09,05:35:49.583,-6.89,107.18,20,1.6,Java - Indonesia
2023-01-09,03:45:29.146,-8.97,124.25,87,4.4,Timor Region
2023-01-09,03:38:19.606,-5.49,103.64,27,2.9,Southern Sumatra - Indonesia
2023-01-09,03:37:14.908,-5.35,129.12,270,4.3,Banda Sea
2023-01-09,00:46:36.659,-2.37,140.82,10,3.7,Near North Coast of Irian Jaya
2023-01-10,23:35:01.470,-5.53,102.98,13,4.1,Southern Sumatra - Indonesia
2023-01-10,22:59:18.561,-7.24,130.53,137,4.0,Tanimbar Islands Reg. - Indonesia
2023-01-10,22:44:20.197,-2.32,140.58,44,2.9,Near North Coast of Irian Jaya
2023-01-10,22:22:23.347,-2.14,101.7,121,2.5,Southern Sumatra - Indonesia
2023-01-10,21:36:17.046,-0.1,123.16,104,3.3,Minahassa Peninsula - Sulawesi
2023-01-10,19:35:27.132,-7.05,107.03,10,1.4,Java - Indonesia
2023-01-10,16:46:53.913,-0.04,123.18,142,2.9,Minahassa Peninsula - Sulawesi
2023-01-10,16:21:21.559,-2.41,140.66,10,3.0,Near North Coast of Irian Jaya
2023-01-10,15:52:20.228,-6.85,107.1,10,1.7,Java - Indonesia
2023-01-10,15:33:52.910,1.0,123.62,20,4.1,Minahassa Peninsula - Sulawesi
2023-01-10,13:27:33.935,-7.22,130.12,146,4.3,Tanimbar Islands Reg. - Indonesia
2023-01-10,12:51:17.742,-2.37,140.73,10,3.2,Near North Coast of Irian Jaya
2023-01-10,12:30:10.253,-7.96,106.71,15,2.8,Java - Indonesia
2023-01-10,11:55:16.928,-7.13,130.32,110,4.5,Tanimbar Islands Reg. - Indonesia
2023-01-10,10:51:09.916,-3.9,129.21,37,3.2,Seram - Indonesia
2023-01-10,09:37:16.790,-8.02,107.87,19,3.1,Java - Indonesia
2023-01-10,09:23:20.596,-8.06,107.93,24,4.3,Java - Indonesia
2023-01-10,09:04:13.303,-9.44,117.79,29,2.9,Sumbawa Region - Indonesia
2023-01-10,08:39:08.437,0.25,99.94,10,2.6,Northern Sumatra - Indonesia
2023-01-10,07:41:52.208,-7.19,129.94,126,4.3,Banda Sea
2023-01-10,07:40:45.415,-8.82,115.49,68,2.7,Bali Region - Indonesia
2023-01-10,07:29:52.376,-6.85,107.03,25,2.0,Java - Indonesia
2023-01-10,06:59:49.061,-3.82,102.46,86,2.9,Southern Sumatra - Indonesia
2023-01-10,06:35:32.360,-2.4,140.75,10,3.9,Near North Coast of Irian Jaya
2023-01-10,06:35:15.905,0.23,99.95,10,2.2,Northern Sumatra - Indonesia
2023-01-10,05:57:58.342,-9.21,115.69,75,3.6,South of Bali - Indonesia
2023-01-10,05:39:54.568,-9.49,112.89,12,3.3,South of Java - Indonesia
2023-01-10,02:49:34.818,-7.12,130.16,111,4.8,Tanimbar Islands Reg. - Indonesia
2023-01-10,00:57:47.694,-2.23,127.81,11,3.5,Ceram Sea
2023-01-11,23:51:52.225,-3.7,134.93,10,4.1,Irian Jaya Region - Indonesia
2023-01-11,23:35:56.035,-8.54,118.39,110,3.2,Sumbawa Region - Indonesia
2023-01-11,23:25:01.327,-3.8,136.45,10,3.7,Irian Jaya - Indonesia
2023-01-11,22:48:14.296,-0.07,124.47,81,3.4,Southern Molucca Sea
2023-01-11,21:39:13.956,-2.34,140.8,10,2.6,Near North Coast of Irian Jaya
2023-01-11,21:33:35.792,-8.73,118.16,10,1.8,Sumbawa Region - Indonesia
2023-01-11,21:12:49.617,-2.82,139.62,68,2.4,Near North Coast of Irian Jaya
2023-01-11,21:06:45.983,-7.87,117.68,23,2.2,Bali Sea
2023-01-11,20:42:40.751,0.52,124.99,57,3.2,Minahassa Peninsula - Sulawesi
2023-01-11,20:40:28.795,-3.06,139.91,100,3.5,Irian Jaya - Indonesia
2023-01-11,20:30:03.944,-5.11,103.92,74,2.2,Southern Sumatra - Indonesia
2023-01-11,20:23:00.344,-2.96,128.4,12,2.2,Ceram Sea
2023-01-11,20:04:20.993,-8.34,121.51,10,4.1,Flores Region - Indonesia
2023-01-11,19:55:06.161,-0.07,123.5,96,4.4,Minahassa Peninsula - Sulawesi
2023-01-11,19:55:06.161,-0.07,123.5,96,4.4,Minahassa Peninsula - Sulawesi
2023-01-11,19:03:38.478,-9.35,110.76,18,3.3,South of Java - Indonesia
2023-01-11,19:02:51.970,0.86,126.9,17,3.2,Northern Molucca Sea
2023-01-11,18:44:32.574,3.18,126.43,10,3.5,Talaud Islands - Indonesia
2023-01-11,18:39:41.230,-2.4,140.73,10,2.3,Near North Coast of Irian Jaya
2023-01-11,17:42:58.424,-6.51,104.04,10,2.3,Sunda Strait - Indonesia
2023-01-11,17:31:18.179,0.58,122.59,55,2.0,Minahassa Peninsula - Sulawesi
2023-01-11,17:29:04.790,-7.89,118.87,28,3.1,Flores Sea
2023-01-11,14:44:56.675,0.32,99.87,10,3.2,Northern Sumatra - Indonesia
2023-01-11,14:35:54.783,-2.44,140.74,10,2.8,Near North Coast of Irian Jaya
2023-01-11,14:25:52.066,-2.19,140.08,10,2.4,Near North Coast of Irian Jaya
2023-01-11,14:18:48.149,-4.94,102.83,16,2.6,Southern Sumatra - Indonesia
2023-01-11,14:08:17.758,-9.79,118.97,10,2.7,Sumbawa Region - Indonesia
2023-01-11,13:05:32.730,-6.23,131.78,116,3.5,Tanimbar Islands Reg. - Indonesia
2023-01-11,12:47:19.013,-2.33,102.1,176,3.4,Southern Sumatra - Indonesia
2023-01-11,12:35:40.374,-8.33,116.82,13,2.2,Sumbawa Region - Indonesia
2023-01-11,12:24:39.658,-2.4,140.74,10,2.6,Near North Coast of Irian Jaya
2023-01-11,12:20:54.061,1.8,121.89,28,2.8,Minahassa Peninsula - Sulawesi
2023-01-11,11:53:30.498,-6.79,131.51,56,4.8,Tanimbar Islands Reg. - Indonesia
2023-01-11,11:53:30.498,-6.79,131.51,56,4.8,Tanimbar Islands Reg. - Indonesia
2023-01-11,11:34:37.424,-7.07,105.33,10,3.0,Java - Indonesia
2023-01-11,11:32:20.693,-7.2,130.18,137,3.9,Tanimbar Islands Reg. - Indonesia
2023-01-11,11:30:41.175,-9.05,123.88,58,2.8,Timor Region
2023-01-11,08:48:22.509,-6.85,107.0,10,2.4,Java - Indonesia
2023-01-11,07:59:23.233,-2.72,137.04,62,4.9,Irian Jaya - Indonesia
2023-01-11,07:59:23.233,-2.72,137.04,62,4.9,Irian Jaya - Indonesia
2023-01-11,07:48:00.978,-7.08,105.36,10,3.4,Java - Indonesia
2023-01-11,05:20:19.500,-7.37,106.86,16,2.5,Java - Indonesia
2023-01-11,05:13:25.025,-6.79,107.1,19,2.0,Java - Indonesia
2023-01-11,03:38:22.196,-1.36,120.31,10,2.5,Sulawesi - Indonesia
2023-01-11,03:20:47.213,1.62,127.06,98,3.8,Halmahera - Indonesia
2023-01-11,01:48:12.136,-7.77,130.09,20,4.5,Tanimbar Islands Reg. - Indonesia
2023-01-11,01:00:00.569,-7.25,107.19,123,2.4,Java - Indonesia
2023-01-11,00:51:42.598,-6.86,107.08,10,1.9,Java - Indonesia
2023-01-12,23:56:45.175,-2.33,140.77,10,3.4,Near North Coast of Irian Jaya
2023-01-12,22:50:33.290,-2.35,140.76,10,2.8,Near North Coast of Irian Jaya
2023-01-12,22:00:02.731,1.31,98.95,75,1.7,Northern Sumatra - Indonesia
2023-01-12,21:48:19.758,2.19,125.8,10,4.7,Talaud Islands - Indonesia
2023-01-12,21:48:19.758,2.19,125.8,10,4.7,Talaud Islands - Indonesia
2023-01-12,21:45:47.655,-3.46,128.32,10,1.8,Seram - Indonesia
2023-01-12,21:41:13.329,-1.78,119.25,10,2.8,Sulawesi - Indonesia
2023-01-12,21:29:59.047,-8.82,110.94,11,2.9,Java - Indonesia
2023-01-12,21:28:48.169,-2.44,140.93,12,3.5,Near North Coast of Irian Jaya
2023-01-12,21:25:17.846,-2.43,140.72,10,3.3,Near North Coast of Irian Jaya
2023-01-12,21:23:08.842,-2.62,140.85,10,2.6,Near North Coast of Irian Jaya
2023-01-12,21:22:25.062,-2.52,140.76,10,2.0,Near North Coast of Irian Jaya
2023-01-12,21:17:41.518,-2.54,140.78,10,2.3,Near North Coast of Irian Jaya
2023-01-12,21:13:05.590,-2.48,140.72,10,2.5,Near North Coast of Irian Jaya
2023-01-12,21:12:16.610,-0.44,98.45,10,2.8,Southern Sumatra - Indonesia
2023-01-12,21:08:25.587,-2.36,140.78,10,3.0,Near North Coast of Irian Jaya
2023-01-12,20:54:06.421,-2.36,140.72,10,3.0,Near North Coast of Irian Jaya
2023-01-12,20:42:58.323,-2.45,140.76,10,2.6,Near North Coast of Irian Jaya
2023-01-12,20:42:49.906,-1.75,119.16,12,3.7,Sulawesi - Indonesia
2023-01-12,20:40:08.602,-1.73,119.22,10,3.4,Sulawesi - Indonesia
2023-01-12,20:18:29.515,-2.75,140.49,10,4.5,Near North Coast of Irian Jaya
2023-01-12,20:18:29.515,-2.75,140.49,10,4.5,Near North Coast of Irian Jaya
2023-01-12,19:01:01.357,2.76,98.93,152,2.8,Northern Sumatra - Indonesia
2023-01-12,18:50:27.661,-3.07,101.69,65,2.4,Southern Sumatra - Indonesia
2023-01-12,17:50:16.187,-7.91,117.51,18,2.4,Bali Sea
2023-01-12,17:35:42.731,2.23,128.3,159,3.9,Halmahera - Indonesia
2023-01-12,15:09:04.765,-0.52,123.34,27,3.4,Minahassa Peninsula - Sulawesi
2023-01-12,14:05:50.261,-4.6,102.17,20,3.9,Southern Sumatra - Indonesia
2023-01-12,13:00:34.882,-6.85,107.1,10,1.8,Java - Indonesia
2023-01-12,12:16:00.801,-7.14,107.03,97,2.4,Java - Indonesia
2023-01-12,09:44:53.581,-2.33,101.97,157,4.0,Southern Sumatra - Indonesia
2023-01-12,08:50:44.384,1.73,126.35,12,3.4,Northern Molucca Sea
2023-01-12,06:57:23.367,-6.84,107.09,10,2.2,Java - Indonesia
2023-01-12,02:53:15.552,-6.81,130.56,109,4.4,Banda Sea
2023-01-13,22:41:01.768,-5.13,103.01,60,5.4,Southern Sumatra - Indonesia
2023-01-13,22:41:01.768,-5.13,103.01,60,5.4,Southern Sumatra - Indonesia
2023-01-13,22:25:47.273,-6.21,130.41,156,4.3,Banda Sea
2023-01-13,22:25:47.273,-6.21,130.41,156,4.3,Banda Sea
2023-01-13,22:22:04.947,-6.88,129.86,138,4.2,Banda Sea
2023-01-13,22:09:06.948,0.66,99.6,105,2.9,Northern Sumatra - Indonesia
2023-01-13,22:04:00.557,4.31,96.77,130,3.3,Northern Sumatra - Indonesia
2023-01-13,21:38:38.423,-9.53,118.73,24,3.3,Sumbawa Region - Indonesia
2023-01-13,21:30:39.329,-0.19,123.88,10,3.1,Minahassa Peninsula - Sulawesi
2023-01-13,21:19:22.605,4.27,96.81,128,3.9,Northern Sumatra - Indonesia
2023-01-13,20:47:30.187,2.02,99.0,10,2.5,Northern Sumatra - Indonesia
2023-01-13,20:42:28.198,-7.79,133.48,10,4.5,Aru Islands Region - Indonesia
2023-01-13,20:39:05.864,-2.22,140.76,12,3.7,Near North Coast of Irian Jaya
2023-01-13,20:28:13.560,0.86,122.56,56,2.4,Minahassa Peninsula - Sulawesi
2023-01-13,20:17:43.485,-9.3,123.77,63,3.2,Timor Region
2023-01-13,20:00:30.034,-3.65,101.93,10,2.7,Southern Sumatra - Indonesia
2023-01-13,20:00:15.162,-4.05,128.78,10,3.8,Banda Sea
2023-01-13,19:44:59.234,-0.17,123.06,79,2.9,Minahassa Peninsula - Sulawesi
2023-01-13,19:36:03.923,-8.71,118.69,10,2.3,Sumbawa Region - Indonesia
2023-01-13,18:04:25.846,1.14,121.68,19,3.0,Minahassa Peninsula - Sulawesi
2023-01-13,17:49:04.527,-7.96,110.48,19,1.8,Java - Indonesia
2023-01-13,15:43:46.308,-8.84,119.59,95,3.0,Flores Region - Indonesia
2023-01-13,15:41:45.244,-2.53,138.56,53,5.0,Irian Jaya - Indonesia
2023-01-13,15:41:45.244,-2.53,138.56,53,5.0,Irian Jaya - Indonesia
2023-01-13,15:34:06.346,-2.61,140.64,16,2.1,Near North Coast of Irian Jaya
2023-01-13,15:03:54.637,1.81,127.3,92,5.0,Halmahera - Indonesia
2023-01-13,14:53:47.396,-0.12,123.52,123,3.8,Minahassa Peninsula - Sulawesi
2023-01-13,13:44:35.976,-0.75,100.59,10,2.4,Southern Sumatra - Indonesia
2023-01-13,13:10:11.322,0.05,123.68,134,3.6,Minahassa Peninsula - Sulawesi
2023-01-13,12:44:50.949,-7.16,130.55,129,4.9,Tanimbar Islands Reg. - Indonesia
2023-01-13,12:44:50.949,-7.16,130.55,129,4.9,Tanimbar Islands Reg. - Indonesia
2023-01-13,11:54:17.605,-3.77,133.5,11,4.0,Irian Jaya Region - Indonesia
2023-01-13,11:46:43.780,-7.23,109.83,10,3.5,Java - Indonesia
2023-01-13,11:42:59.989,-9.38,110.46,12,3.5,South of Java - Indonesia
2023-01-13,09:36:10.631,4.41,96.62,10,3.1,Northern Sumatra - Indonesia
2023-01-13,08:59:43.109,-9.44,117.98,33,3.0,Sumbawa Region - Indonesia
2023-01-13,08:13:12.449,-8.58,118.4,113,3.0,Sumbawa Region - Indonesia
2023-01-13,06:51:14.582,-5.64,130.31,10,3.8,Banda Sea
2023-01-13,06:28:36.051,1.33,98.86,83,3.5,Northern Sumatra - Indonesia
2023-01-13,06:27:00.921,-2.41,140.73,10,3.9,Near North Coast of Irian Jaya
2023-01-13,05:39:43.544,-5.49,103.04,13,3.2,Southern Sumatra - Indonesia
2023-01-13,05:26:24.037,-7.65,106.35,27,3.3,Java - Indonesia
2023-01-13,05:19:47.438,5.39,95.26,97,2.8,Northern Sumatra - Indonesia
2023-01-13,05:02:48.579,-2.83,121.6,14,2.3,Sulawesi - Indonesia
2023-01-13,04:53:13.718,-9.05,118.35,70,2.0,Sumbawa Region - Indonesia
2023-01-13,04:43:23.532,5.61,126.69,120,4.5,Mindanao - Philippines
2023-01-13,04:20:35.163,0.39,122.24,173,2.2,Minahassa Peninsula - Sulawesi
2023-01-13,04:14:54.094,-8.21,115.61,10,3.7,Bali Region - Indonesia
2023-01-13,03:48:39.076,0.54,122.66,10,2.0,Minahassa Peninsula - Sulawesi
2023-01-13,01:19:32.510,-0.22,129.73,10,4.7,Halmahera - Indonesia
2023-01-13,01:19:32.510,-0.22,129.73,10,4.7,Halmahera - Indonesia
2023-01-14,22:40:31.840,-3.64,128.38,111,3.5,Seram - Indonesia
2023-01-14,22:15:00.359,1.63,126.65,10,4.2,Northern Molucca Sea
2023-01-14,21:59:08.174,-1.97,121.38,10,2.3,Sulawesi - Indonesia
2023-01-14,20:32:18.142,-6.51,106.53,148,4.7,Java - Indonesia
2023-01-14,20:32:18.142,-6.51,106.53,148,4.7,Java - Indonesia
2023-01-14,20:29:46.189,-3.28,140.12,49,3.0,Irian Jaya - Indonesia
2023-01-14,20:12:19.732,-3.19,139.97,67,3.0,Irian Jaya - Indonesia
2023-01-14,20:09:49.491,0.01,125.87,25,3.9,Northern Molucca Sea
2023-01-14,20:08:43.113,2.14,128.37,68,2.8,Halmahera - Indonesia
2023-01-14,19:51:14.066,-8.78,116.11,10,2.4,Sumbawa Region - Indonesia
2023-01-14,19:42:06.578,-8.79,116.11,10,2.5,Sumbawa Region - Indonesia
2023-01-14,19:28:12.007,-3.64,101.48,10,4.1,Southern Sumatra - Indonesia
2023-01-14,18:44:16.739,-9.79,119.08,10,3.3,Sumba Region - Indonesia
2023-01-14,18:01:40.155,4.53,96.49,10,2.5,Northern Sumatra - Indonesia
2023-01-14,17:41:58.839,1.69,127.04,30,3.3,Halmahera - Indonesia
2023-01-14,16:30:15.193,-8.64,116.82,19,2.2,Sumbawa Region - Indonesia
2023-01-14,16:13:53.835,-8.69,116.21,10,2.1,Sumbawa Region - Indonesia
2023-01-14,12:49:18.941,0.12,127.23,114,2.9,Halmahera - Indonesia
2023-01-14,11:12:54.970,-7.14,109.75,27,1.8,Java - Indonesia
2023-01-14,08:24:33.219,-0.07,132.66,17,3.3,Irian Jaya Region - Indonesia
2023-01-14,06:48:12.371,-9.26,123.34,32,4.6,Timor Region
2023-01-14,05:47:01.536,4.5,96.52,10,3.5,Northern Sumatra - Indonesia
2023-01-14,04:27:59.642,-9.49,118.13,29,4.1,Sumbawa Region - Indonesia
2023-01-14,04:10:33.054,-7.56,128.83,157,4.5,Banda Sea
2023-01-14,03:56:48.070,-10.93,117.76,10,3.7,South of Sumbawa - Indonesia
2023-01-14,03:21:30.621,-2.38,140.73,10,3.1,Near North Coast of Irian Jaya
2023-01-14,02:31:15.118,-8.51,117.74,129,2.5,Sumbawa Region - Indonesia
2023-01-14,01:47:08.313,-6.99,106.0,25,3.1,Sunda Strait - Indonesia
2023-01-14,01:38:45.576,0.91,125.72,24,3.0,Northern Molucca Sea
2023-01-15,23:32:38.177,-9.56,119.29,36,3.6,Sumba Region - Indonesia
2023-01-15,23:25:46.544,1.81,126.37,13,3.4,Northern Molucca Sea
2023-01-15,22:30:03.048,1.97,97.91,47,6.2,Northern Sumatra - Indonesia
2023-01-15,22:30:03.048,1.97,97.91,47,6.2,Northern Sumatra - Indonesia
2023-01-15,22:02:35.742,-0.12,123.42,99,4.3,Minahassa Peninsula - Sulawesi
2023-01-15,18:59:19.757,-6.83,107.1,10,2.0,Java - Indonesia
2023-01-15,17:56:40.751,-2.86,129.1,10,2.9,Seram - Indonesia
2023-01-15,15:59:40.557,1.7,127.21,116,4.6,Halmahera - Indonesia
2023-01-15,15:59:40.557,1.7,127.21,116,4.6,Halmahera - Indonesia
2023-01-15,15:34:08.963,-7.48,106.95,90,2.8,Java - Indonesia
2023-01-15,15:27:03.164,-7.8,127.3,79,4.4,Banda Sea
2023-01-15,14:49:52.047,-8.59,116.17,10,2.7,Sumbawa Region - Indonesia
2023-01-15,13:37:59.666,1.11,99.92,170,3.3,Northern Sumatra - Indonesia
2023-01-15,11:27:47.156,0.32,124.18,10,3.2,Minahassa Peninsula - Sulawesi
2023-01-15,07:56:33.343,-5.12,101.97,22,3.8,Southwest of Sumatra - Indonesia
2023-01-15,07:32:17.862,1.71,126.57,25,4.3,Northern Molucca Sea
2023-01-15,05:13:24.718,1.49,127.87,10,2.9,Halmahera - Indonesia
2023-01-15,04:33:59.644,-7.99,117.81,25,2.8,Bali Sea
2023-01-15,03:35:31.942,-6.48,128.11,345,4.5,Banda Sea
2023-01-15,03:28:15.868,0.61,124.83,15,3.6,Minahassa Peninsula - Sulawesi
2023-01-15,03:11:18.419,-1.91,99.65,10,2.9,Southern Sumatra - Indonesia
2023-01-15,03:01:14.256,-2.37,101.16,42,3.1,Southern Sumatra - Indonesia
2023-01-15,02:58:06.370,2.26,95.83,36,2.8,Off West Coast of Northern Sumatra
2023-01-15,02:43:23.605,-7.8,108.19,81,3.1,Java - Indonesia
2023-01-15,01:20:13.442,-8.57,118.38,109,3.8,Sumbawa Region - Indonesia
2023-01-15,01:20:09.757,5.43,97.01,10,4.0,Northern Sumatra - Indonesia
2023-01-16,18:48:38.563,0.75,126.29,24,2.9,Northern Molucca Sea
2023-01-16,18:40:12.054,-2.45,140.74,10,3.7,Near North Coast of Irian Jaya
2023-01-16,18:01:03.677,-7.54,106.64,75,3.8,Java - Indonesia
2023-01-16,17:18:13.415,-2.92,136.49,55,4.3,Irian Jaya Region - Indonesia
2023-01-16,17:16:45.558,-6.84,107.04,10,2.7,Java - Indonesia
2023-01-16,13:18:04.573,-2.37,120.62,10,3.0,Sulawesi - Indonesia
2023-01-16,13:10:04.272,-9.19,115.51,76,4.7,South of Bali - Indonesia
2023-01-16,11:35:42.816,-8.96,123.92,84,3.6,Flores Region - Indonesia
2023-01-16,08:47:30.758,-0.05,123.58,101,4.0,Minahassa Peninsula - Sulawesi
2023-01-16,08:05:46.439,-7.97,120.72,11,3.9,Flores Sea
2023-01-16,06:43:03.528,2.25,128.6,10,4.1,Halmahera - Indonesia
2023-01-16,02:38:17.584,-6.85,107.1,10,1.6,Java - Indonesia
2023-01-17,23:40:36.425,-3.93,133.57,10,3.9,Irian Jaya Region - Indonesia
2023-01-17,23:15:43.429,1.58,99.21,10,3.8,Northern Sumatra - Indonesia
2023-01-17,23:03:13.077,1.59,99.24,10,3.6,Northern Sumatra - Indonesia
2023-01-17,22:47:50.965,-3.88,133.57,11,3.7,Irian Jaya Region - Indonesia
2023-01-17,22:11:11.723,0.35,122.3,107,4.3,Minahassa Peninsula - Sulawesi
2023-01-17,22:08:56.396,-2.7,101.2,57,2.7,Southern Sumatra - Indonesia
2023-01-17,22:07:20.689,-3.36,128.36,10,2.7,Seram - Indonesia
2023-01-17,21:36:46.671,0.37,126.01,18,3.3,Northern Molucca Sea
2023-01-17,21:07:32.875,-3.07,128.77,10,2.9,Seram - Indonesia
